order_id,customer_id,customer_name,age,gender,email,phone,city,state,country,pincode,product_name,category,quantity,unit_price_inr,discount_percent,total_price_inr,order_date,delivery_date,payment_method,order_status,seller,rating,review_text,return_requested,loyalty_points
ORD007450,CUST03461,Zara Kumar,64,Other,,989-350-2988,Dubai,Ontario,Nigeria,318382,Remote Car,Automotive,3,8927.6,20,21426.24,11/19/2022,11/26/2022,EMI,Returned,HomeEssentials,1,,,1073
ORD005922,CUST06335,Sofia Gupta,39,Female,sofia.gupta370@gmail.com,705-911-8235,Paris,Ile-de-France,Japan,810529,Dumbbells,Beauty,2,29495.39,5,56041.24,6/27/2022,7/12/2022,Wallet,Returned,AutoDeals,4,.,yes,406
ORD010658,CUST00022,Zara Patel,42,Male,zara.patel653@yahoo.com,6979652238,Lagos,Lagos State,UAE,608710,Study Table,,3,49257.31,50,73885.96,6/8/2021,6/15/2021,Wallet,Cancelled,FurnitureCo,,Disappointed,,
ORD005100,CUST07949,N/A,68,Female,fatima.ali191@outlook.com,618-196-3525,,Delhi,India,882284,Football,Furniture,8,17518.81,15,119127.91,11/11/2024,12/4/2024,Debit Card,Delivered,HomeEssentials,5,Not worth it,,806
ORD011864,CUST01842,Sofia Lopez,74,Other,sofia.lopez907@hotmail.com,670-493-3743,Lucknow,Punjab,,299663,Tyre Gauge,,5,41473.27,5,196998.03,3/28/2023,4/9/2023,Cash on Delivery,Returned,GrocerBay,2,Excellent value,No,3193
ORD007005,CUST07110,Sneha_Lee,45,Male,sneha.lee236@outlook.com,775-602-7203,Sydney,Florida,Nigeria,151637,Watch,electronics,3,22159.9,50,33239.85,2021.02.03,2/14/2021,Cash on Delivery,Pending,FASHION HUB,4,Poor packaging,No,3672
ORD008356,CUST07553,Amit Mehta,60,Male,amit.mehta77@gmail.com,710-312-9910,New York,New York,IN,930965,Bracelet,books ,10,9999999,5,94999990.5,7-Jun-20,,,pending,BeautyPlus,1,Will buy again,No,1733
ORD001299,CUST01900,Aarav Singh,44,Female,,628-913-6353,,Karnataka,India,713229,Saree,Electronics,,-99,15,-461.09,4/17/2022,4/8/2022,,RETURNED,HealthFirst,5,Fast delivery,,2483
ORD001503,CUST06295,David Kim,,Other,david.kim454@outlook.com,,Lagos,Lagos State,UAE,729625,Pressure Cooker,,4,11595.18,20,37104.58,10/11/2023,10/23/2023,EMI,Cancelled,HomeEssentials,4,Very satisfied,NO,1604
ORD008629,CUST07789,Emma Reddy,45,Female,emma.reddy46@gmail.com,658-599-8040,Sydney,Florida,Nigeria,486122,Tablet,Toys,,4611.63,50,25859.77,,6/13/2020,UPI,pending,HealthFirst,3,Very satisfied,Yes,341
ORD008647,CUST06966,Fatima Patel,49,Female,fatima.patel36@gmail.com,927-435-2799,Paris,,Australia,754760,Jeans,Electronics,4,40385.9,20,129234.88,8/8/2022,8/27/2022,Cash on Delivery,Cancelled,BookWorld,1,Loved it!,,4912
ORD011236,CUST00405,Zhang Lopez,58,Female,zhang.lopez647@gmail.com,,Paris,Ile-de-France,Germany,0,Remote Car,CLOTHING,2,9999999,25,14999998.5,9/19/2024,10/1/2024,Cash on Delivery,canceled,,3,Great product!,,1575
ORD009890,CUST00335,Amit Williams,58,Female,amit.williams336@gmail.com,770-664-3333,New York,New York,Australia,835375,BOOKSHELF,books ,9,46654.54,5,398896.32,8/12/2024,8/21/2024,Wallet,processing ,FurnitureCo,0,Excellent value,,1374
ORD001221,CUST05943,Sofia Sharma,36,Female,sofia.sharma294@yahoo.com,839-362-9715,Jaipur,Uttar Pradesh,India,956728,Lamp,Automotive,6,12173.17,50,36519.51,,2/7/2023,UPI,canceled,BookWorld,5,Not worth it,N/A,1687
ORD006184,CUST01016,Chris Khan,26,Male,chris.khan340@hotmail.com,814-145-2379,London,California,Australia,235649,JEANS,,10,9142.42,10,82281.78,6/13/2020,6/22/2020,Cash on Delivery,SHIPPED,FASHION HUB,5,Fast delivery,,4455
ORD010585,CUST03155,Zara Patel  ,22,Female,zara.patel900@outlook.com,997-767-1716,Lucknow,,Japan,777413,Running Shoes,Sports,9,8947.08,50,40261.86,3/1/2021,3/9/2021,Wallet,delivered,,,Very satisfied,NO,4250
ORD011804,CUST03635,Anjali Kim,40,M,,000-000-0000,Hyderabad,Telangana,India,2580,Earrings,Sports,10,0,,,8/9/2023,8/10/2023,UPI,pending,GrocerBay,3,Great product!,,4001
ORD002318,CUST03260,Maria Verma,41,Female,maria.verma827@yahoo.com,969-844-4702,Tokyo,Victoria,France,909538,Yoga Mat,Home & Kitchen,1,43210.01,5,41049.51,4/12/2021,4/14/2021,EMI,Pending,FASHION HUB,4,Fast delivery,yes,1204
ORD010549,CUST03648,Amit Khan,75,Male,amit.khan357@gmail.com,902-549-7648,PUNE,Gujarat,India,414737,,Furniture,2,41239.31,15,,2/8/2024,2/12/2024,Cash on Delivery,RETURNED,FashionHub,1,Average quality,,206
ORD004624,CUST01295,Omar Kim,24,Other,,927-334-4970,Hyderabad,,India,211184,Pressure Cooker,beauty,,25645.6,,51291.2,10/11/2023,10/22/2023,Wallet,Processing,ToyLand,,,,2456
ORD005644,CUST06755, Sofia Garcia,999,Male,sofia.garcia384@hotmail.com,936-421-3286,Berlin,Tokyo,Singapore,218186,Car Wax,Jewelry,3,49390.51,50,74085.76,7/27/2021,12-Aug-21,Net Banking,canceled,HealthFirst,4,Will buy again,Yes,3367
ORD005671,CUST00677,Fatima Sharma,33,N/A,fatima.sharma121@hotmail.com,690-831-1774,New York,New York,Nigeria,676365,Curtains,Health,3,1689.51,10,4561.68,1/5/2021,1/27/2021,Credit Card,RETURNED,JewelBox,1,Poor packaging,yes,1624
ORD007881,CUST06702,Emma Gupta,52,Male,emma.gupta141@hotmail.com,,Delhi,Delhi,India,625217,Curtains,Books,6,11928.72,30,50100.62,3/5/2022,3/13/2022,Net Banking,delivered,SportZone,2,Average quality,,3189
ORD009351,CUST06696,Sofia_Garcia,64,Female,sofia.garcia900@hotmail.com,639-324-6164,Jaipur,Uttar Pradesh,India,585968,,electronics,4,5729.19,5,21770.92,12/5/2020,12/17/2020,Wallet,Returned,AutoDeals,3,Not worth it,No,4385
ORD008518,CUST02457,Carlos Shah,35,Other,carlos.shah352@hotmail.com,847-501-7561,Tokyo,Victoria,UK,570272,Thermometer,Health,9,3451.32,20,24849.5,4/5/2020,4/14/2020,Credit Card,Delivered,BookWorld,1,.,Yes,724
ORD010038,CUST00889,Anjali Singh,49,Female,anjali.singh54@gmail.com,995-425-6995,Pune,Gujarat,India,714994,Board Game,,8,27207.07,30,152359.59,4/10/2024,,UPI,canceled,AutoDeals,4,na,yes,1377
ORD009779,CUST05469,Rahul Gupta,75,Other,rahul.gupta471@outlook.com,754-775-4469,Lagos,,Germany,689554,Textbook,Beauty,6,0,,,12/23/2024,12/25/2024,UPI,Processing,,3,Fast delivery,yes,32
ORD010818,,Mei Johnson,44,Other,mei.johnson778@gmail.com,614-426-6619,Paris,Ile-de-France,,681055,Cricket Bat,Beauty,5,10579.49,0,52897.45,10/17/2021,16-Nov-21,Debit Card,Cancelled,FurnitureCo,4,,NO,1150
ORD000935,CUST06828,Juan Shah,39,FEMALE,juan.shah28@hotmail.com,999-110-8361,Singapore,NSW,Canada,699559,Protein Powder,Home&Kitchen,9,13671.48,10,110738.99,5/23/2022,6/19/2022,EMI,Delivered,ToyLand,,Will buy again,,2508
ORD009155,CUST06791,N/A,39,Female,wei.martinez265@hotmail.com,600-100-2642,Delhi,Delhi,India,938558,Dash Cam,Furniture,,36620.98,10,296629.94,5/10/2024,5/23/2024,Cash on Delivery,processing ,FurnitureCo,1,Very satisfied,Yes,2060
ORD001390,CUST03047,Kavya Garcia,31,Female,,718-552-3865,Sydney,Florida,Australia,369845,Protein Powder,Automotive ,1,-99,10,-150.15,7/3/2024,8-Jul-24,Debit Card,canceled,HealthFirst,3,,yes,2423
ORD008377,CUST06125,Wei Smith,69,Female,wei.smith357@outlook.com,866-410-4242,Chennai,Tamil Nadu,India,489013,Basmati Rice,Automotive,3,19780.9,10,104117.83,,4/11/2022,Wallet,SHIPPED,ToyLand,,Fast delivery,Yes,1772
ORD008525,CUST07402,Ali Chen,57,Other,ali.chen584@hotmail.com,639-159-9829,Toronto,Texas,Germany,171433,Yoga Mat,Beauty,9,249.84,15,1911.28,10/2/2022,2022.10.10,EMI,canceled,AutoDeals,4,Average quality,Yes,463
ORD006118,CUST00046,Juan Martinez,39,Female,juan.martinez460@yahoo.com,883-399-5006,Paris,Ile-de-France,France,953304,Board Game,CLOTHING,5,14158.49,30,49554.71,6/1/2024,6/10/2024,Credit Card,canceled,JewelBox,,N/A,NO,2024
,CUST04220,David Johnson,44,Female,,953-602-6678,Bangalore,Karnataka,India,387464,Study Table,,3,41828.95,50,62743.42,7/22/2021,,,canceled,HealthFirst,5,,yes,1417
ORD001689,CUST03415,David Martinez,25,Female,david.martinez468@yahoo.com,946-289-5392,Lagos,Lagos State,Nigeria,648690,Mask Pack,Automotive ,-1,35536.34,,,4/4/2022,4/13/2022,Cash on Delivery,Processing,HealthFirst,,na,Yes,4214
ORD006468,CUST02853,James Chen,58,Male,james.chen781@hotmail.com,837-453-7233,Paris,Ile-de-France,U.S.A,436016,Mask Pack,Electronics,9,29368.87,10,237887.85,11/10/2020,12/1/2020,Net Banking,canceled,HealthFirst,2,N/A,,2105
ORD009575,CUST03747,Rahul Kumar,67,Male,rahul.kumar723@gmail.com,897-722-1722,New York,New York,Singapore,636929,Honey,,9,45184.45,10,365994.04,10/16/2020,10/30/2020,Cash on Delivery,Cancelled,SportZone,4,Great product!,,-100
ORD003499,CUST05468, Sneha Martinez,27,Male,sneha.martinez153@outlook.com,,London,California,Australia,,Headphones,Automotive ,6,22829.7,25,102733.65,12/4/2020,12/14/2020,Cash on Delivery,Delivered,,5,Not worth it,Yes,3731
ORD009952,CUST00867,Kavya Nair,56,Female,kavya.nair188@gmail.com,728-250-3439,New York,New York,USA,733308,Camera,Sports ,5,9747.06,20,38988.24,5/30/2020,6/5/2020,Debit Card,Pending,JewelBox,1,Average quality,No,2773
ORD009886,,Michael Nair,46,Male,michael.nair580@yahoo.com,000-000-0000,Berlin,Tokyo,USA,1584,Sofa,beauty,8,,30,118522.99,1/25/2021,2/16/2021,Cash on Delivery,canceled,techmart,3,Disappointed,No,4906
ORD011784,CUST03690,Vikram Williams,68,Female,vikram.williams199@yahoo.com,642-636-8464,Singapore,NSW,Germany,348985,Watch,Automotive ,3,36693.21,10,99071.67,2/12/2022,3/5/2022,Wallet,Shipped,TechMart,5,,,1801
ORD007901,CUST06442,Priya Wang,61,Female,priya.wang527@hotmail.com,794-105-5263,Delhi,Delhi,India,997760,Action Figure,,4,42214.26,25,126642.78,8/24/2024,8/25/2024,UPI,Shipped,FASHION HUB,2,Excellent value,NO,4950
ORD005881,CUST01354,Kavya Smith,57,f,kavya.smith947@yahoo.com,941-340-1905,Jaipur,Uttar Pradesh,India,543896,Puzzle,Clothing,2,38842.57,5,,9/4/2022,9/7/2022,EMI,SHIPPED,ToyLand,,Average quality,,3410
ORD011139,CUST04138, David Verma,61,Female,david.verma871@yahoo.com,835-791-9713,Mumbai,Maharashtra,India,268003,SPEAKER,Furniture,3,8405.54,20,,9/11/2021,9/12/2021,EMI,RETURNED,AutoDeals,5,Poor packaging,,777
ORD000616,CUST04559,Li Patel,40,Female,li.patel735@gmail.com,862-922-1377,Hyderabad,Telangana,India,945166,Tablet,Beauty,7,42367.56,20,237258.34,N/A,9/12/2023,Wallet,pending,ToyLand,5,Poor packaging,,2126
ORD008124,CUST00482, Mei Kumar,0,Other,mei.kumar40@yahoo.com,613-729-6069,London,California,Canada,944075,GOLD RING,Electronics,7,608.84,20,3409.5,1/7/2024,2/3/2024,Cash on Delivery,Returned,HealthFirst,1,Will buy again,N/A,
ORD003302,CUST00613,Olivia Nair,,Male,olivia.nair642@hotmail.com,759-109-6445,Pune,Gujarat,India,276021,Sunscreen,beauty,9,20744.11,50,93348.49,10/3/2022,10/12/2022,Credit Card,Pending,FashionHub,3,Poor packaging,NO,1515
ORD007095,CUST01543,Emily Verma,69,Other,emily.verma843@hotmail.com,000-000-0000,Toronto,Texas,France,143298,Saree,TOYS,5,,0,104344.9,6/2/2024,6/13/2024,Cash on Delivery,processing ,BookWorld,3,Great product!,Yes,707
ORD010035,CUST03002,John Williams,21,Male,john.williams729@gmail.com,954-407-6058,Toronto,Texas,France,973782,Headphones,Sports ,10,39503.29,0,395032.9,11/12/2020,11/17/2020,Credit Card,Cancelled,HomeEssentials,1,Very satisfied,N/A,2780
ORD002602,CUST01646, Zhang Brown,39,Female,zhang.brown177@yahoo.com,787-764-3806,Singapore,NSW,Singapore,N/A,SILVER NECKLACE,Automotive,3,24469.97,25,55057.43,7/6/2022,19-Jul-22,Debit Card,pending,FashionHub,1,Not worth it,NO,4103
ORD010010,CUST06168,Rohan Garcia,18,Male,rohan.garcia314@hotmail.com,826-550-8433,Paris,Ile-de-France,USA,556270,Curtains,Home&Kitchen,5,48967.76,110,244838.8,2/18/2021,3/12/2021,Cash on Delivery,processing ,SportZone,3,Fast delivery,yes,3594
ORD007339,,John Khan,19,,john.khan77@hotmail.com,902-330-2460,London,,Singapore,694921,Sneakers,electronics,10,19955.66,15,169623.11,3/22/2021,4/19/2021,Cash on Delivery,processing ,FashionHub,,Will buy again,Yes,999999
ORD005462,CUST05487,Sarah Jones,49,Male,sarah.jones484@outlook.com,675-874-4212,Sydney,,USA,861099,Almonds,books ,8,40052.54,20,256336.26,5/1/2024,5/7/2024,Credit Card,SHIPPED,BookWorld,1,Disappointed,,3457
ORD007605,CUST06815,Emma Gupta,72,Other,emma.gupta442@gmail.com,612-673-4920,Sydney,Florida,Germany,269268,Perfume,beauty,7,37527,25,197016.75,11/8/2022,11/26/2022,Credit Card,Processing,HomeEssentials,3,.,Yes,4097
ORD011878,CUST07331,Emma Martinez,67,Other,emma.martinez221@hotmail.com,973-711-8794,Berlin,Tokyo,UAE,195311,OFFICE CHAIR,books ,5,37794.83,15,160628.03,11/28/2024,11/26/2024,credit card,processing ,BookWorld,,Fast delivery,No,558
ORD010855,CUST00100,Zara Patel,58,,zara.patel415@yahoo.com,776-968-3349,Lucknow,Punjab,Japan,734058,Multivitamin,books ,3,100.25,,300.75,2/11/2024,3/10/2024,Credit Card,delivered,techmart,,Great product!,,4050
ORD000763,CUST01838,Juan Shah,18,Other,juan.shah717@hotmail.com,89100,,Tokyo,UAE,,TV,Health,3,35018.55,15,89297.3,7/9/2023,8/5/2023,,Pending,ToyLand,4,Will buy again,NO,3640
ORD010660,CUST01593,Michael Reddy,28,Male,michael.reddy616@hotmail.com,995-652-6382,Berlin,Tokyo,Germany,467051,Car Cover,TOYS,1,9914.8,0,9914.8,11/30/2022,12/25/2022,Cash on Delivery,Cancelled,JewelBox,4,na,,3535
ORD009858,CUST04689,Fatima Kim,57,Male,fatima.kim993@hotmail.com,000-000-0000,Tokyo,Victoria,USA,,Smartwatch,Automotive,3,12189.1,30,25597.11,12/9/2022,12/18/2022,Net Banking,canceled,AutoDeals,,,N/A,2308
ORD002267,CUST06007,Aarav Wang,41,Female,aarav.wang579@hotmail.com,618-847-9677,Sydney,Florida,Canada,989109,Lamp,Health,10,47468.27,25,356012.02,12/26/2020,1/13/2021,Wallet,Processing,TechMart,,Loved it!,No,4486
ORD000155,CUST00037,Zhang Sharma,41,Other,zhang.sharma265@yahoo.com,708-819-2843,Ahmedabad,Rajasthan,India,627841,,CLOTHING,6,2390.19,5,13624.08,4/12/2024,5/8/2024,Net Banking,Cancelled,GrocerBay,2,.,,2703
ORD001732,CUST05343,Carlos Lee,62,Other,carlos.lee166@outlook.com ,,Hyderabad,Telangana,India,,Action Figure,Books,10,10457.83,50,,10/19/2023,11/9/2023,Debit Card,delivered,FASHION HUB,,Great product!,,3692
ORD000697,CUST03455,Emma Verma,19,Other,emma.verma61@gmail.com,967-148-4692,Ahmedabad,,India,856380,Doll,Sports,6,31246.49,-10,187478.94,1/19/2022,2/15/2022,Debit Card,SHIPPED,,1,,yes,1357
ORD009299,CUST02392,James Singh,75,Female,james.singh681@hotmail.com,623-731-5208,,Rajasthan,India,428902,Blood Pressure Monitor,CLOTHING,6,,25,109594.49,12/8/2021,12/7/2021,UPI,Returned,ToyLand,,,,1728
ORD001166,CUST01264,Juan Chen,29,Male,juan.chen451@outlook.com,827-925-9819,Dubai,Ontario,Nigeria,658654,TV,Jewelry,7,39376.78,15,234291.84,11/18/2023,12/4/2023,UPI,Shipped,BookWorld,,Average quality,N/A,4555
ORD010825,CUST01273,Emily Gupta,27,Female,emily.gupta511@outlook.com,884-594-9275,Hyderabad,Telangana,India,791918,Car Cover,beauty,3,45642.62,5,160603.6,12/20/2023,1/12/2024,UPI,SHIPPED,JewelBox,3,Average quality,,3203
ORD000172,CUST03044,Olivia Johnson,0,Male,olivia.johnson432@gmail.com,756-390-4532,SINGAPORE,NSW,UK,537859,Dash Cam,Furniture,10,6969.19,50,34845.95,1/30/2024,2/10/2024,Net Banking,delivered,Book World ,3,,yes,2272
ORD005467,CUST07182,Vikram Kim,55,Other,vikram.kim582@outlook.com,636-825-2223,CHENNAI,Tamil Nadu,India,161184,Running Shoes,Clothing,8,5282.42,5,40146.39,,10/14/2023,,Pending,FurnitureCo,5,.,,4525
ORD007923,CUST05538,Olivia Brown,26,MALE,olivia.brown252@outlook.com,603-983-6525,Tokyo,Victoria,,343401,Study Table,Furniture,8,21879.51,15,148780.67,3/5/2023,3/18/2023,EMI,Returned,BeautyPlus,,Disappointed,Yes,4462
ORD003310,CUST02334,Vikram Lopez,25,Other,vikram.lopez311@hotmail.com,925-176-9297,Lucknow,Punjab,USA,304384,Protein Powder,CLOTHING,9,11577.51,30,72938.31,3/21/2022,3/27/2022,EMI,Pending,FurnitureCo,3,na,N/A,3851
ORD010754,CUST06763,Emma Ali,57,Male,emma.ali550@gmail.com,000-000-0000,Lucknow,Punjab,Canada,504582,Jeans,Home & Kitchen,7,21359.52,50,74758.32,7/11/2020,7/4/2020,Credit Card,RETURNED,JewelBox,5,Will buy again,NO,2542
ORD007301,CUST05471,Olivia Johnson,45,Male,olivia.johnson546@gmail.com,957-962-8628,Pune,Gujarat,India,,Sunscreen,Sports ,4,0,10,,4/2/2023,4/6/2023,EMI,Delivered,JewelBox,,Poor packaging,,3286
ORD011946,CUST01581, Zara Mehta,59,Female,,682-593-4113,Hyderabad,Telangana,India,563209,Turmeric Powder,electronics,8,1805.57,10,13000.1,9/22/2023,2023.10.19,Debit Card,pending,HomeEssentials,4,,,3437
ORD007292,CUST05123,David Wang,150,Female,david.wang641@outlook.com,643-760-9997,Singapore,NSW,Germany,433519,Fiction Novel,Sports ,7,15757.88,20,88244.13,1/9/2020,12/1/2020,,RETURNED,TechMart,5,na,,2939
ORD002945,,Emily Jones,75,Male,emily.jones715@yahoo.com,961-579-4867,,Lagos State,USA,287279,Hair Oil,TOYS,8,48297.47,30,270465.83,12/17/2024,,N/A,Returned,AutoDeals,4,Great product!,yes,1305
ORD006869,CUST03552,Emily Sharma,51,Other,emily.sharma545@gmail.com ,885-629-6223,Ahmedabad,Rajasthan,India,985493,Dress,CLOTHING,4,12242.57,0,48970.28,7/14/2023,7/23/2023,EMI,processing ,GrocerBay,1,Poor packaging,N/A,1012
ORD007682,,N/A,61,Other,ZHANG.GUPTA740@YAHOO.COM,961-910-2950,Lucknow,Punjab,Canada,543888,Bedsheet,Jewelry,5,36515.02,25,136931.32,7/2/2021,6/7/2021,Wallet,,FASHION HUB,1,Excellent value,N/A,2551
ORD010129,CUST02439,Vikram Lee,,Male,vikram.lee965@hotmail.com,935-707-5955,Jaipur,Uttar Pradesh,India,164385,Football,Books,3,9999999,5,28499997.15,9/1/2024,9/16/2024,Cash on Delivery,Cancelled,ToyLand,,Very satisfied,yes,3981
ORD001398,CUST02819,Li Patel,70,Other,li.patel362outlook.com,816-660-5788,Hyderabad,Telangana,India,165030,Car Wax,,4,26885.68,50,53771.36,7/17/2021,7/18/2021,Wallet,Processing,BeautyPlus,5,Not worth it,,4651
ORD009792,CUST03803,Maria Lopez,,Other,none,969-875-6949,Kolkata,West Bengal,India,283819,Tyre Gauge,Sports,8,39245.53,15,266869.6,2/19/2022,2/22/2022,EMI,canceled,GrocerBay,5,Very satisfied,N/A,4058
ORD005532,CUST03148,Rahul Garcia,20,Female,rahul.garcia320@outlook.com,658-519-7904,Chennai,Tamil Nadu,India,653377,Seat Cover,CLOTHING,4,5590.9,30,28502.11,5/9/2022,5/22/2022,,SHIPPED,HomeEssentials,5,Not worth it,,3362
ORD002473,CUST00095,David Reddy,36,Other,david.reddy298@outlook.com,650-899-1127,Paris,Ile-de-France,Germany,598154,Sunscreen,books ,6,34603.72,25,155716.74,7/29/2022,8/24/2022,Wallet,delivered,SportZone,3,Poor packaging,Yes,3055
ORD009341,CUST03161, Zara Shah,65,Other,zara.shah899@gmail.com,616-898-6989,Hyderabad,Telangana,India,,Shoes,Home&Kitchen,4,23037.49,50,46074.98,12/20/2024,1/7/2025,Debit Card,SHIPPED,techmart,1,N/A,No,4989
ORD009083,CUST01502,Fatima Gupta,27,Male,fatima.gupta861@yahoo.com,897-731-8545,Delhi,Delhi,India,847055,Mixer,Grocery,5,48442.43,25,181659.11,7/13/2021,8/9/2021,Net Banking,RETURNED,ToyLand,6,N/A,No,4423
ORD008592,CUST02422,Priya Khan,43,Male,priya.khan738@outlook.com,773-961-4115,Ahmedabad,Rajasthan,India,195632,Bed Frame,Automotive ,3,32369.31,50,48553.97,1/21/2024,,EMI,RETURNED,HealthFirst,4,,,3312
ORD004840,CUST05656,Zhang Smith,51,Female,zhang.smith241@outlook.com,619-984-5749,Dubai,Ontario,india,666836,Running Shoes,Electronics,2,34336.9,5,65240.11,9/15/2020,10/1/2020,Cash on Delivery,Shipped,Book World ,4,Disappointed,,488
ORD001087,CUST05244,Amit Wang,69,Male,amit.wang508@hotmail.com,661-939-4499,Jaipur,Uttar Pradesh,India,794027,Smartphone,books ,8,41629.59,25,249777.54,2/10/2020,2/13/2020,Credit Card,Processing,FurnitureCo,3,Very satisfied,No,4707
ORD000251,CUST05039,chris kumar,27,Male,chris.kumar354@hotmail.com,920-336-5507x123,Lucknow,Punjab,France,603527,Car Wax,,0,47997.94,0,,3/7/2022,3/29/2022,Wallet,Returned,,,Excellent value,No,3265
ORD003251,CUST00446,Emma Sharma,67,Male,emma.sharma461@outlook.com ,884-877-8353,New York,New York,Australia,982693,Pendant,Beauty,3,874.47,25,1967.56,,4/2/2020,Wallet,Delivered,FashionHub,1,Loved it!,N/A,4603
ORD006096,,ROHAN KIM,20,Other,rohan.kim410@gmail.com,874-952-3812,Kolkata,West Bengal,India,664604,Cycling Helmet,CLOTHING,9,39271.62,25,265083.43,6/7/2024,6/22/2024,UPI,,GrocerBay,1,Poor packaging,Yes,3194
ORD003895,CUST04418,N/A,57,F,priya.jones474@gmail.com,870-831-6348,Berlin,Tokyo,Germany,595468,CAR COVER,beauty,100,44843.21,25,3363240.75,24-Dec-22,1/4/2023,Net Banking,Delivered,TechMart,5,,No,1419
ORD001788,CUST06665,Wei Kim,52,Male,wei.kim647@yahoo.com,723-706-4850,Tokyo,Victoria,USA,980536,,TOYS,10,,15,352362.73,2/25/2020,3/10/2020,Wallet,Pending,TechMart,2,Very satisfied,yes,
ORD003198,CUST06616,Fatima Khan,34,N/A,fatima.khan652@yahoo.com,965-877-9171,Paris,Ile-de-France,UK,389162,Self Help,Jewelry,1,12294.19,50,6147.1,11/25/2021,12/3/2021,EMI,processing ,Book World ,2,Disappointed,NO,1517
ORD007505,CUST00955,Rahul Kumar,46,Male,rahul.kumar90@hotmail.com,814-400-6222,Jaipur,Uttar Pradesh,India,286518,Self Help,Books,4,47352.96,15,96763.31,7/13/2024,17/07/2024,Debit Card,processing ,JewelBox,4,Loved it!,No,235
ORD011247,CUST07377,Jessica Reddy,32,Female,jessica.reddy794@yahoo.com,864-232-4844,New York,,Japan,929402,Shampoo,Clothing,5,5249.66,20,20998.64,6/22/2021,7/15/2021,EMI,pending,TechMart,4,Excellent value,NO,1040
ORD005054,CUST05465,Anjali Mehta,58,Male,anjali.mehta531@yahoo.com,,London,California,,836375,Phone Holder,Grocery,2,770.12,0,1540.24,6/23/2021,7/11/2021,Cash on Delivery,,FurnitureCo,,,,4440
ORD008013,CUST04275,Emily Khan,69,Female,emily.khan369@outlook.com,887-832-1413,Delhi,Delhi,India,391719,Bedsheet,Toys,7,46815.01,25,,3/15/2024,3/10/2024,Wallet,Delivered,JewelBox,5,Not worth it,,3505
ORD007551,CUST07207,Rohan Wang,72,Male,rohan.wang446@gmail.com,708-139-3846,Bangalore,Karnataka,India,980971,Board Game,Sports ,4,10910.32,10,39277.15,5/3/2024,5/30/2024,UPI,RETURNED,FASHION HUB,5,Loved it!,,2539
ORD003046,CUST05723,Sneha Kumar,24,Male,sneha.kumar543@hotmail.com,651-755-6932,Dubai,Ontario,UAE,918413,,Furniture,5,-99,30,-346.5,,12/5/2023,Debit Card,canceled,FurnitureCo,1,Great product!,,382
ORD011216,,Carlos Reddy,40,Other,carlos.reddy205@gmail.com,N/A,Lagos,Lagos State,Singapore,838284,Sofa,books ,9,9162.39,5,78338.43,5/21/2023,6/7/2023,Net Banking,Processing,FASHION HUB,99,na,,260
ORD008784,CUST04111,Vikram Patel,29,Male,vikram.patel133@gmail.com,853-877-8015,Toronto,Texas,USA,,Curtains,Sports,10,17112.14,20,136897.12,12/26/2021,1/12/2022,UPI,Pending,ToyLand,1,Not worth it,,4366
ORD002994,CUST01622,,63,Male,,971-490-7597,Bangalore,Karnataka,India,247990,Kurta,Beauty,9,34807.19,20,250611.77,4/28/2023,5/8/2023,UPI,Pending,AutoDeals,2,,,4897
ORD005449,CUST02120,Zhang Reddy,49,Female,,959-573-2052,Kolkata,West Bengal,India,423607,Bookshelf,Health,9,5220.39,50,23491.76,9/3/2021,8/25/2021,Wallet,Returned,BeautyPlus,5,Great product!,N/A,4281
ORD005953,CUST00577,Carlos Mehta,52,Male,,678-857-7585,Paris,Ile-de-France,UAE,,Sofa,Home & Kitchen,2,6395.85,5,12152.11,6/5/2024,6/20/2024,Wallet,Cancelled,GrocerBay,6,Fast delivery,,1205
ORD003346,CUST05137,Amit Martinez,52,Male,amit.martinez61@gmail.com,699-734-9881,New York,New York,Canada,810797,Silver Necklace,Automotive ,3,4808.48,20,11540.35,3/16/2024,4/2/2024,Cash on Delivery,Cancelled,ToyLand,1,Disappointed,,1712
,CUST00815,Emma Ali,72,male,emma.ali574hotmail.com,880-216-9971x123,Ahmedabad,Rajasthan,India,255880,Textbook,CLOTHING,5,37707.64,999,188538.2,4/17/2023,2023.05.09,Cash on Delivery,SHIPPED,techmart,,Fast delivery,N/A,4897
ORD000429,CUST07851,omar williams,70,Female,omar.williams672@gmail.com,724-953-8844,AHMEDABAD,Rajasthan,India,384747,FOOTBALL,Home & Kitchen,6,27966.58,5,159409.51,1/28/2020,2/26/2020,Net Banking,processing ,GrocerBay,3,Average quality,,3879
ORD007039,CUST05841,John Khan,68,Male,JOHN.KHAN573@OUTLOOK.COM,866-831-7386,New York,New York,USA,415196,JEANS,Electronics,9,19635.33,15,150210.27,3/12/2021,3/31/2021,UPI,Cancelled,BeautyPlus,3,Will buy again,,3627
ORD011199,CUST02031,Sofia Williams,62,Other,sofia.williams887@gmail.com,N/A,Mumbai,Maharashtra,India,116994,Dash Cam,Toys,3,22325.74,5,,4/24/2021,,Wallet,Pending,SportZone,,Fast delivery,yes,999999
ORD001392,CUST02511,,999,Male,omar.wang217@yahoo.com,82467,,Victoria,Canada,673186,TV,Grocery,4,45483.46,30,127353.69,8/26/2021,9/8/2021,UPI,Cancelled,techmart,1,Very satisfied,N/A,
